"Y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16"
"5424" "P" 0.644869618809656 0.509627203409181 0.719712074496906 0.837670216205856 0.435898762517477 0.682117661365768 -0.49534147405224 -1.88838032738212 0.51037220765536 0.0505420584035869 0.594482409746187 0.288510040626222 0.137557192181454 0.344985763687038 1.07398067099393 0.587593607438197
"12425" "E" -0.215214564858319 0.120078414256358 -1.04911118622481 -0.448480891126949 -0.556867308239175 -0.687459010385598 0.122907994310516 0.51475065681503 -1.05767185293769 0.0505420584035869 -0.918580480928762 1.09221514718301 -0.973567138848062 1.18503145355625 -0.219076152283836 -0.172553362080816
"11073" "O" -0.215214564858319 -0.269470374896466 -1.04911118622481 -0.448480891126949 -0.556867308239175 -0.687459010385598 0.122907994310516 0.0341244599755994 -0.534990499406671 0.544116847501113 -0.615967902793772 0.288510040626222 0.878306746201132 -0.495059926182172 -0.219076152283836 -0.172553362080816
"17801" "J" -1.93538293219427 -1.43811674235494 0.277506259316478 -0.877197926904551 -1.0532503436175 -1.14398456763605 0.122907994310516 2.43725544417275 -1.05767185293769 2.02484121479369 0.291869831611198 1.4940677004614 1.98943107723065 -0.915082771116777 -1.5121329755616 0.587593607438197
"6863" "P" 1.50495380247763 0.509627203409181 0.719712074496906 -0.448480891126949 1.92504786865245 0.682117661365768 -0.49534147405224 -2.36900652422155 1.03305356118637 0.544116847501113 0.594482409746187 0.690362593904615 1.24868152321097 -0.0750370812475673 1.07398067099393 -0.932700331599828
"1081" "M" -0.645256656692306 -0.269470374896466 0.277506259316478 2.55253835931626 1.92504786865245 2.50821989036759 -1.113590942415 -0.446501736863831 1.03305356118637 1.53126642569617 0.291869831611198 0.288510040626222 -0.603192361838223 -0.915082771116777 -0.219076152283836 -0.932700331599828
"3413" "C" -0.215214564858319 0.120078414256358 1.16191788967733 -0.448480891126949 0.932281797895803 0.225592104115312 0.741157462673272 1.47600305049389 1.03305356118637 -0.44303273069394 1.19970756601617 0.690362593904615 1.98943107723065 1.60505429849085 2.3670374942717 0.20752012267869
"12105" "G" -0.215214564858319 0.120078414256358 -0.16469955586395 -0.448480891126949 -0.0604842728608491 -0.230933453135143 0.741157462673272 1.47600305049389 -0.0123091458756555 -0.44303273069394 -0.0107427465237921 0.690362593904615 0.878306746201132 0.765008608621643 0.427452259355047 0.20752012267869
"7187" "W" -0.215214564858319 -1.04856795320211 -0.606905371044378 0.837670216205856 -0.0604842728608491 1.13864321861622 -1.73184041077775 0.0341244599755994 -0.534990499406671 1.53126642569617 -0.313355324658782 -0.515195065930563 -0.232817584828385 -1.33510561605138 1.07398067099393 -0.172553362080816
"6388" "T" 2.3650379861456 -1.04856795320211 1.16191788967733 -0.448480891126949 0.435898762517477 0.682117661365768 -1.73184041077775 -1.88838032738212 1.03305356118637 -1.43018230888899 1.19970756601617 1.4940677004614 0.507931969191293 -0.495059926182172 2.3670374942717 0.967667092197703
"13437" "V" 1.93499589431162 -1.04856795320211 -1.04911118622481 -0.448480891126949 -0.0604842728608491 -0.687459010385598 0.122907994310516 -0.446501736863831 -0.0123091458756555 -1.43018230888899 -0.918580480928762 0.288510040626222 -0.603192361838223 -0.915082771116777 1.07398067099393 1.72781406171672
"18009" "M" -0.645256656692306 -0.659019164049289 -0.606905371044378 1.69510428776106 0.932281797895803 0.682117661365768 -0.49534147405224 -0.446501736863831 0.51037220765536 1.03769163659864 -0.313355324658782 0.288510040626222 -0.973567138848062 -0.495059926182172 -1.5121329755616 -0.172553362080816
"13230" "R" -0.215214564858319 0.120078414256358 -0.16469955586395 -0.0197638553493475 -0.0604842728608491 0.682117661365768 0.122907994310516 -0.446501736863831 -0.0123091458756555 0.0505420584035869 -0.0107427465237921 -0.917047619208956 -0.232817584828385 0.344985763687038 -0.865604563922719 -0.552626846840322
"4049" "C" 0.214827526975668 0.120078414256358 -1.49131700140523 -0.877197926904551 -1.0532503436175 -1.14398456763605 1.35940693103603 2.43725544417275 -1.05767185293769 -0.44303273069394 -1.82641821533373 -0.113342512652171 0.878306746201132 1.18503145355625 0.427452259355047 0.587593607438197
